smiles,pKa_Basic,pKaBasic_train_test
NCCS(=O)(=O)O,9.34,train
CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,9.34,train
OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,9.34,train
CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,9.34,train
CC(C)C[C@H]1[C@@H](c2ccccc2)OC(=O)N1CCCN1CCCCCC1,9.34,train
N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,9.34,train
CCCCCC(N)C(O)(c1ccccc1)c1ccccc1,9.34,train
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,9.34,train
OCCC1CCN(CC/C=C2/c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,9.34,train
CC1=CC[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,9.34,train
NC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@@H](O)[C@H](O)[C@H]1O,9.34,train
CN1CCN(C(=O)[C@H](CCCN[C@@H]2C[C@H]2c2ccc(F)cc2)NC(=O)c2ccc(-n3ccnn3)cc2)CC1,9.34,train
CC(=O)Nc1c(Br)cc(Br)cc1CN(C)C12CC3CC(CC(C3)C1)C2,9.35,test
CCC(C(=O)SCCN(CC)CC)c1ccc(-c2ccccc2)cc1,9.35,test
CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,9.35,train
CNCC(O)c1cccc(OC(=O)C(C)(C)C)c1,9.35,train
COc1cccc(C(=O)OCCCN2CCCCC2)c1,9.35,train
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)C[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)CC)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](O)[C@H]1C,9.35,train
C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1,9.35,train
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,9.35,train
Nc1nc(N)nc(NC2CC2)n1,9.36,train
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,9.36,train
CN1[C@@H]2CCC(C)(C)[C@H]1C[C@H](OC(=O)C(O)(c1cccs1)c1cccs1)C2,9.36,train
COc1cc(C(O)CNC(C)C)ccc1O,9.36,train
CC(O)C(=O)O.CC(O)C(=O)O.COc1cc2c(cc1OC)[C@H](CCCC[C@H]1NCCc3cc(OC)c(OC)cc31)NCC2,9.36,train
COc1cc2c(cc1OC)[C@H](CCCC[C@H]1NCCc3cc(OC)c(OC)cc31)NCC2,9.36,train
CNC/C=C(/c1ccc(Br)cc1)c1cccnc1,9.36,train
COc1ccc2c3c1O[C@H]1C(OC(C)=O)=CC[C@H]4[C@@H](C2)N(C)CC[C@]314,9.36,train
COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341,9.36,train
N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,9.37,test
Cc1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,9.37,test
CC(N)C(O)c1ccccc1,9.37,train
CC(C)(CCn1c(=O)[nH]c2ccccc21)NCC(O)COc1cccc2ccccc12,9.37,train
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,9.37,train
CN1C2CCC1CC(=C1c3ccccc3CSc3ccccc31)C2,9.37,train
C[C@H](N)[C@@H](O)c1ccccc1,9.37,train
Cc1c(N2C[C@@H](N)C3(CC3)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,9.37,train
CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,9.37,train
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,9.37,train
C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1,9.37,train
COc1cc(CNCCC2CCOCC2)ccc1Oc1cnc(C(N)=O)cn1,9.37,train
CCN(CC)CCC1(c2ccccc2)C(=O)Oc2ccccc21,9.38,train
CNC(C)C(O)c1ccc(NS(C)(=O)=O)cc1,9.38,train
CC(C)C(CCN(C)C)(C(N)=O)c1cccc2ccccc12,9.38,train
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,9.38,train
CNC[C@@H]1CN(c2ccc(OCc3cccc(Cl)c3)cc2)C(=O)O1,9.38,train
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2CCC[C@H]3[C@H]1C5,9.38,train
O=C(O)[C@H]1CN(C/C=C/P(=O)(O)O)CCN1,9.38,train
CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCCCCCCC,9.38,train
NC(CO)(CO)CCc1ccc(Sc2cccc(OCc3ccccc3)c2)cc1Cl,9.38,train
O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,9.38,train
Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,9.38,train
CCCCCCCOc1ccc(CCC(N)(CO)CO)cc1C(F)(F)F,9.38,train
CCCCCCCCCCCCOS(=O)(=O)O.CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,9.38,train
c1ccc2c(c1)cc1n2CCCNC1,9.39,train
COc1cc(C(O)CNC(C)CCn2cnc3ccccc32)ccc1O,9.39,train
N[C@@H](COP(=O)(O)O)C(=O)O,9.39,train
O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1.O=S(=O)(O)c1ccccc1,9.39,train
O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,9.39,train
Cn1cc(C[C@@H](N)C(=O)O)c2ccccc21,9.39,train
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,9.39,train
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,9.39,train
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(CCO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,9.39,train
C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,9.39,train
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1,9.39,train
CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,9.39,train
C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)O[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,9.39,train
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,9.4,train
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,9.4,train
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,9.4,train
CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,9.4,train
CN(C)CCCNc1ccnc2cc(I)ccc12,9.4,train
N[C@@H](Cc1cc(O)c(O)cc1[18F])C(=O)O,9.4,train
O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,9.4,train
Cc1ccc(F)cc1NC1=NCCN1,9.4,train
CC(NCCn1cnc2c1c(=O)n(C)c(=O)n2C)C(O)c1ccccc1,9.4,train
N[C@@H](Cc1cc(O)c(O)cc1F)C(=O)O,9.4,train
CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,9.4,train
O=C1CCCCC1CN1CCCCC1,9.4,train
C=C1c2ccccc2CN(CCCN(C)C)c2ccccc21,9.4,train
CN(C)CCCN1Cc2ccccc2Cc2ccccc21,9.4,train
CN(C)CCCNc1ccnc2cc([125I])ccc12,9.4,train
CN(C)CCCNc1ccnc2cc([131I])ccc12,9.4,train
COc1ccc2c3c1O[C@H]1/C(=N/OCC(=O)O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,9.4,train
CNC(=O)c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,9.4,train
N#Cc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,9.4,train
O=C1CCCN1c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,9.4,train
OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,9.4,train
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],9.4,train
CCCCCOc1cccc(NC(=O)OC2CCCCC2N2CCCC2)c1,9.4,train
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,9.4,train
O=C(O)C(c1ccccc1)(c1ccccc1)c1ccccc1.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,9.4,train
CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,9.4,train
CCN(CC)CCOC1(c2ccc(Cl)cc2)CCCCC1,9.41,test
C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,9.41,test
CCN(CC)CCOCCC1=CCC2CC1C2(C)C,9.41,test
CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccc(O)cc2)cc1,9.41,test
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,9.41,train
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,9.41,train
CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,9.41,train
CCCCOc1ccc(C(=O)OCCOCCN(CC)CC)cc1N,9.41,train
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,9.41,train
CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,9.41,train
CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1,9.41,train
N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,9.41,train
CCN(CC)CCOCC(O)COc1ccccc1OC,9.41,train
CCN(CC)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,9.41,train
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,9.41,train
N[C@@H](Cc1ccc(OP(=O)(O)O)c(O)c1)C(=O)O,9.41,train
C[S+](C)CC[C@H](N)C(=O)O,9.41,train
C=CCNCCC(OC)(c1ccccc1)c1ccccc1,9.41,train
CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,9.41,train
N=C(N)n1cccn1,9.41,train
C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,9.41,train
C[S+](CCC(N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,9.41,train
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](NC(CO)CO)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,9.41,train
CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC12CNC2,9.41,train
Cc1cc(C)c2nc(-c3cnc(NCCCC4CCN(C)CC4)nc3C)[nH]c2c1,9.41,train
CC(=O)N1CC(F)(F)c2c(Sc3ncc(N4CCC5(CC4)COC[C@H]5N)nc3N)cccc21,9.41,train
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,9.42,test
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,9.42,test
CCN1C[C@H]2CN(C)C[C@@H](C1)C2OC(=O)c1ccc(Cl)cc1,9.42,test
Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,9.42,test
CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cccc2ccc(OCCC(C)C)cc12,9.42,test
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,9.42,train
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,9.42,train
CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1,9.42,train
CSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,9.42,train
Cc1nnc(C(CCN2CC3CCC2CC3)(c2ccccc2)c2ccccc2)o1,9.42,train
CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,9.42,train
CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,9.42,train
CC(CN(C)C)CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,9.42,train
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,9.42,train
COc1ccc(CC(C)NCC(O)c2ccc(O)c(CO)c2)cc1,9.42,train
CC(CN(C)C)CN1c2ccccc2OCOc2ccc(Cl)cc21,9.42,train
CCN1CCCC1CC(=O)Nc1cc(S(N)(=O)=O)ccc1OC,9.42,train
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,9.42,train
CSc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,9.42,train
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,9.43,test
CN(C)[C@H](Cc1ccccc1)c1ccccc1,9.43,test
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,9.43,train
N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,9.43,train
CC(=O)Nc1ccc(N2CCN(CCCN(C)C)CC2)cc1,9.43,train
NCCC(=O)NCCSSCCNC(=O)CCN,9.43,train
CCNCC(O)c1cccc(OC(=O)C(C)(C)C)c1,9.43,train
N[C@@H](Cc1cc([131I])c(Oc2cc([131I])c(O)c([131I])c2)c([131I])c1)C(=O)O,9.43,train
N[C@@H](Cc1cc([125I])c(Oc2cc([125I])c(O)c([125I])c2)c([125I])c1)C(=O)O,9.43,train
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-],9.43,train
NC(Cc1ccc(Cl)cc1)C(=O)O,9.44,train
NCCOC(c1ccc(F)cc1)c1ccc(F)cc1,9.44,train
N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(=O)O,9.44,train
NCCOC(c1ccc(F)cc1)c1ccc(Cl)cc1,9.44,train
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,9.45,test
N[C@@H](Cc1ccccc1)C(=O)O,9.45,test
Cc1oc2c(C)c3oc(=O)cc(C)c3cc2c1COCCN,9.45,test
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,9.45,train
CC(C)NCC(O)c1ccccc1Cl,9.45,train
N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O,9.45,train
O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21,9.45,train
CCCCCCN1CCN(/C(=N\CC(C)C)c2ccccc2)CC1,9.45,train
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,9.45,train
CC(C)(C)NCC(O)c1ccccc1F,9.45,train
CCOC(=O)C1=C(COCCOCCN)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,9.45,train
CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C)cc3)CC2)nc2ccccc21,9.45,train
O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,9.45,train
N[C@@H](Cc1cc([131I])c(O)c([131I])c1)C(=O)O,9.45,train
N[C@@H](Cc1cc([125I])c(O)c([125I])c1)C(=O)O,9.45,train
CC(C)(C)c1cc(CN)c(O)c(S(C)(=O)=O)c1,9.45,train
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,9.45,train
N[C@@H](Cc1cccc(N(CCCl)CCCl)c1)C(=O)O,9.45,train
CN(C)CCCNC(=O)/C(=C/CCCCC(=O)NO)COc1cccc2ccccc12,9.45,train
Cc1cccc(C)c1NC(=O)C1(N(C)C)CCN(C2CCCCC2O)CC1,9.45,train
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=C(O)c1ccccc1,9.45,train
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl.O=C(O)C[C@H](O)C(=O)O,9.45,train
CN(C)CCCOC1(Cc2ccccc2)CCCCCC1,9.46,test
COc1cc2c(cc1OC)CN(c1cc(N)c3cc(OC)c(OC)cc3n1)CC2,9.46,test
CCCn1c(=O)c2nc(C3(N)CCCC3)[nH]c2n(CCC)c1=O,9.46,test
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,9.46,train
CCCCNCC1COc2cccc(OCC)c2O1,9.46,train
CN(C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H](O)CO,9.46,train
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2(C)C,9.46,train
COC(=O)[C@H]1[C@@H](c2ccc([123I])cc2)C[C@@H]2CC[C@H]1N2CCCF,9.46,train
COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2CCCF,9.46,train
CCOC(=O)C12CCC(NCC(=O)N3C[C@@H](F)C[C@H]3C#N)(CC1)CC2,9.46,train
O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,9.46,train
O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,9.47,test
CC(Cc1ccccc1)N(C)CCCN1c2ccccc2N(C)S(=O)(=O)c2ccccc21,9.47,test
CCN1CCc2nc(N)oc2CC1,9.47,train
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,9.47,train
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,9.47,train
CC(C)NC[C@H](O)COc1ccc(O)cc1,9.47,train
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,9.47,train
CC(CC(=O)Nc1ccc(Cl)cc1Cl)N1CCCCC1,9.47,train
CCC(CN)=C(c1ccccc1)c1ccccc1,9.47,train
O=C1c2c(O)cccc2-c2nn(CCNCCO)c3ccc(NCCNCCO)c1c23,9.47,train
Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1,9.47,train
CCN(CC)CCO/C(=C1\C2CC3C(C2)C13)c1ccccc1,9.47,train
CCN(CC)CC/C(=N/OC(=O)Nc1ccc(OC)cc1)c1ccccc1,9.47,train
N[C@@H](Cc1ccc(OCC[18F])cc1)C(=O)O,9.47,train
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,9.47,train
N[C@H](Cc1ccc(OC[18F])cc1)C(=O)O,9.47,train
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,9.47,train
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,9.47,train
C=CCc1c(OC(=O)N2CCC(N3CCCCC3)CC2)ccc2nc3c(cc12)Cn1c-3cc2c(c1=O)COC(=O)[C@]2(O)CC,9.47,train
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O.O=C(O)CCC(=O)O,9.47,train
N[C@@H](Cc1ccc(OCCF)cc1)C(=O)O,9.47,train
N[C@H](Cc1ccc(OCF)cc1)C(=O)O,9.47,train
O=c1[nH]c(C2CCCN2)nc2c1oc1ccc(Cl)cc12,9.47,train
N[C@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,9.48,test
COc1ccc(-c2c(-c3ccc(C#N)c(F)c3)nc(N3CCC(N)CC3)n(C)c2=O)cc1F,9.48,test
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,9.48,train
CN(C)CCC(c1ccccc1)c1ccccn1,9.48,train
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,9.48,train
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,9.48,train
CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,9.48,train
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,9.48,train
CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1,9.48,train
COc1ccc2c(c1)C(O)(CCCN(C)C)c1ccccc1S2,9.48,train
COc1cc2c(cc1OC)CCN(CCc1ccc(N)cc1)CC2,9.48,train
N[C@@H](Cc1cc([125I])c(Oc2ccc(O)c([125I])c2)c([125I])c1)C(=O)O,9.48,train
CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(C)cc[n+]([O-])c3C)CC2)CC1,9.48,train
N[C@@H](Cc1cc([131I])c(Oc2ccc(O)c([131I])c2)c([131I])c1)C(=O)O,9.48,train
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-],9.48,train
CCCNCCOc1cc(F)cc(S(C)(=O)=O)c1,9.48,train
C[C@@H](N[C@H]1CCN(c2ccc(CC(=O)O)cc2)C1)c1cccc2ccccc12,9.48,train
C[C@@H]1OCC2(CCN(c3cnc(Sc4ccnc(N)c4Cl)c(N)n3)CC2)[C@@H]1N,9.48,train
COc1ccc(-c2c(-c3ccc(C#N)c(F)c3)nc(N3CCC(N)CC3)n(C)c2=O)cc1F.O=S(=O)(O)c1ccccc1,9.48,train
CCCCNCC1COc2ccccc2O1,9.49,train
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,9.49,train
NC(=O)C(CCN1CCN2CCCC2C1)(c1ccccc1)c1ccccc1,9.49,train
CC(=O)NCC(=O)O.CN(C)CCC1c2ccc(Cl)cc2CCc2cccnc21,9.49,train
CN(C)CCC1c2ccc(Cl)cc2CCc2cccnc21,9.49,train
CN(C)CCC1(C)OCCC2=C1Cc1ccccc12,9.49,train
CN1CCCC[C@H]1CCc1ccccc1NC(=O)/C=C/c1ccccc1,9.49,train
CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,9.49,train
CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,9.49,train
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(C(=O)N[C@@H]1CCCNC1)O2,9.49,train
CSCCC(N)C(=O)O,9.5,train
CNC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,9.5,train
CSCC[C@H](N)C(=O)O,9.5,train
CC(=O)c1ccc2[nH]cc(CCN)c2c1,9.5,train
CCC(=O)OC1(c2ccccc2)CCCN(C)CC1C,9.5,train
Fc1cccc2c1O[C@H]1CNC[C@@H]1O2,9.5,train
N[C@@H](Cc1ccc(O)c([131I])c1)C(=O)O,9.5,train
N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O,9.5,train
O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31,9.5,train
CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2[nH]c3ccccc3c12,9.5,train
CSCC[C@H](N)[11C](=O)O,9.5,train
CC(C)(Cc1ccc(Oc2ncccc2C#N)cc1)NC[C@H](O)COc1ccccc1-c1cccs1,9.5,train
CC(C)(C[C@H](N)C(=O)O)C(F)F,9.5,train
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,9.51,test
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,9.51,train
N[C@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,9.51,train
c1ccc2c(c1)CCc1cccc3c1C2CN1CCCCC31,9.51,train
CCN(CC)C(COC(=O)c1ccc(N)cc1)CC(C)C,9.51,train
C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,9.51,train
CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,9.51,train
CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,9.51,train
COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,9.51,train
CCN1CCC(CC(NC(=O)c2ccc([N+](=O)[O-])cc2)c2ccc(F)cc2)CC1,9.51,train
O=C1c2ccccc2C(=O)N1[C@@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5,9.51,train
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,9.52,test
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,9.52,test
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,9.52,test
